OBJECTID,SampleID,saris_pali,waterbody_,waterbody1,CFR,latitude,longitude,date,year,sample_typ,gear,warmwater_,warmwater1,contains_n,coldwater_,coldwater1,min_EBT_le,max_EBT_le,snapped_la,snapped_lo,Last_sampl,Link_to_da,Link_to_pi,ORIG_FID
"1545","3473","3210850",Skunk Brook,Stream_River,TRUE,42.32853000000,-72.91325000000,2010-07-21,"2010",Total Pick-up,Backpack Shocking,-BND|-CRC|,0022|0008|,TRUE,-EBT|,0051|,"46","159",42.32859569000,-72.91305636320,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210850- Skunk Brook,NA,"-1"
"1546","3474","3211200",Florida Brook,Stream_River,TRUE,42.31337000000,-72.85109000000,2010-07-26,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|--SC|,0050|0018|,"43","139",42.31352031770,-72.85103537670,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211200- Florida Brook,NA,"-1"
"1547","3475","3211075",Sykes Brook,Stream_River,TRUE,42.30017000000,-72.87752000000,2010-07-26,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0022|,"46","179",42.30007856100,-72.87741954060,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211075- Sykes Brook,NA,"-1"
"1548","3476","3209100",Hollister Brook,Stream_River,TRUE,42.10277000000,-72.85838000000,2010-07-28,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0079|,"39","158",42.10267589560,-72.85826352740,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3209100- Hollister Brook,NA,"-1"
"1549","3477","3211250",Chauncey Branch,Stream_River,TRUE,42.34832000000,-72.84372000000,2010-07-29,"2010",Total Pick-up,Backpack Shocking,-BND|-LND|,0120|0049|,TRUE,-EBT|--SC|,0097|0048|,"37","141",42.34817437560,-72.84345078900,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211250- Chauncey Branch,NA,"-1"
"1550","3478","3211650",Powell Brook,Stream_River,TRUE,42.46158000000,-72.95693000000,2010-07-30,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0144|,"35","147",42.46161430870,-72.95716303000,"2012",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211650- Powell Brook,NA,"-1"
"1551","3479","3211675",Whitmarsh Brook,Stream_River,TRUE,42.44232000000,-72.95671000000,2010-07-30,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0135|,"38","145",42.44231006200,-72.95671022640,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211675- Whitmarsh Brook,NA,"-1"
"1552","3480","3210425",Hamilton Brook,Stream_River,TRUE,42.27454000000,-73.06976000000,2010-08-02,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0050|,"37","187",42.27448277910,-73.06986407260,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210425- Hamilton Brook,NA,"-1"
"1553","3481","3210575",Rudd Pond Brook,Stream_River,TRUE,42.31256000000,-73.09225000000,2010-08-02,"2010",Total Pick-up,Backpack Shocking,-BND|-CRC|,0095|0172|,TRUE,--AS|-EBT|,0001|0010|,"95","170",42.31249940000,-73.09205889430,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210575- Rudd Pond Brook,NA,"-1"
"1554","3482","3211375",Page Brook,Stream_River,TRUE,42.37959000000,-72.80908000000,2010-08-04,"2010",Total Pick-up,Backpack Shocking,-BND|--WS|,0077|0001|,TRUE,-EBT|,0029|,"53","163",42.37960764600,-72.80923614680,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211375- Page Brook,NA,"-1"
"1555","3483","3211300",Shop Brook,Stream_River,TRUE,42.34715000000,-72.80827000000,2010-08-04,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0067|,"38","170",42.34723096910,-72.80831284710,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211300- Shop Brook,NA,"-1"
"1556","3484","3210675",Savery Brook,Stream_River,TRUE,42.34761000000,-73.11764000000,2010-08-05,"2010",Total Pick-up,Backpack Shocking,-BND|-CRC|,0015|0255|,TRUE,-EBT|,0007|,"97","152",42.34761251800,-73.11760623610,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210675- Savery Brook,NA,"-1"
"1557","3485","3212100",Alder Meadow Brook,Stream_River,TRUE,42.46949000000,-72.98997000000,2010-08-11,"2010",Total Pick-up,Backpack Shocking,-BND|-CRC|,0034|0004|,TRUE,-EBT|,0065|,"50","168",42.46940554070,-72.98990032820,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3212100- Alder Meadow Brook,NA,"-1"
"1558","3486","3212075",Wolf Brook,Stream_River,TRUE,42.47532000000,-72.98283000000,2010-08-11,"2010",Total Pick-up,Backpack Shocking,-BND|,0033|,TRUE,-EBT|--SC|,0050|0002|,"43","198",42.47538209460,-72.98302352580,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3212075- Wolf Brook,NA,"-1"
"1559","3487","3211400",Webster Brook,Stream_River,TRUE,42.39539000000,-72.80641000000,2010-08-12,"2010",Total Pick-up,Backpack Shocking,--BB|-BND|--CS|-LND|--WS|,0001|0091|0064|0020|0029|,TRUE,-EBT|,0007|,"58","172",42.39547172240,-72.80618289020,"2012",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211400- Webster (Dressler) Brk,NA,"-1"
"1560","3488","3210325",Austin Brook,Stream_River,TRUE,42.28050000000,-72.99425000000,2010-08-16,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|--SC|,0120|0063|,"41","162",42.28021420610,-72.99423543440,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210325- Austin Brook,NA,"-1"
"1561","3489","3210275",Blair Brook,Stream_River,TRUE,42.26826000000,-72.97207000000,2010-08-16,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0007|,"102","132",42.26816587350,-72.97213939600,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210275- Blair Brook,NA,"-1"
"1562","3490","3210025",Crow Brook,Stream_River,TRUE,42.23641000000,-72.83936000000,2010-08-23,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0076|,"39","160",42.23642901470,-72.83934180370,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210025- Crow Brook,NA,"-1"
"1563","3491","3209675",Birch Meadow Brook,Stream_River,TRUE,42.15187700000,-72.90126500000,2010-09-07,"2010",Total Pick-up,Backpack Shocking,-BND|-CRC|--WS|,0046|0048|0001|,TRUE,--BT|-EBT|,0001|0019|,"98","171",42.14883810980,-72.90047476500,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3209675- Birch Meadow Brook,NA,"-1"
"1564","3492","3209875",Wigwam Brook,Stream_River,TRUE,42.18252000000,-72.88087000000,2010-09-07,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0033|,"41","147",42.18256875860,-72.88087250360,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3209875- Wigwam Brook,NA,"-1"
"1565","3493","3209825",Black Brook,Stream_River,TRUE,42.20793000000,-72.88628000000,2010-09-08,"2010",Total Pick-up,Backpack Shocking,-BND|--WS|,0297|0040|,TRUE,-EBT|,0034|,"49","150",42.20808002960,-72.88628514910,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3209825- Black Brook,NA,"-1"
"1566","3494","3210100",Cold Brook,Stream_River,TRUE,42.23609000000,-72.90777000000,2010-09-09,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0087|,"48","155",42.23613088530,-72.90794155510,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210100- Cold Brook,NA,"-1"
"1567","3495","3209750",Pond Brook (3),Stream_River,TRUE,42.15490000000,-72.85523000000,2010-09-09,"2010",Total Pick-up,Backpack Shocking,-BND|--CP|,0259|0001|,TRUE,-EBT|,0002|,"120","121",42.15489401930,-72.85524002410,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3209750- Pond Brook,NA,"-1"
"1568","3496","3209050",Seymour Brook,Stream_River,TRUE,42.05528000000,-72.87220000000,2010-09-10,"2010",Total Pick-up,Backpack Shocking,--AE|-BND|,0001|0016|,TRUE,--BT|-EBT|,0008|0049|,"50","252",42.05520838450,-72.87209465100,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3209050- Seymour Brook,NA,"-1"
"1569","3497","3212125",Mongue Meadow Brook,Stream_River,TRUE,42.47115000000,-72.99595000000,2010-07-24,"2010",Total Pick-up,Backpack Shocking,---B|-BND|,0003|0007|,TRUE,-EBT|,0042|,"45","170",42.47112513610,-72.99562611710,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3212125- Mongue Meadow Brk,NA,"-1"
"1570","3501","1101350",Hoxie Brook,Stream_River,TRUE,42.62484000000,-73.12485000000,2010-07-15,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0133|,"53","194",42.62471611000,-73.12484405000,"2014",file:///W:/fisherie/Scanned River Files/Watersheds/Hudson (1)/Hoosic River Basin (11)/1101350- Hoxie Br,NA,"-1"
"1571","3515","3419250",Meekin Brook,Stream_River,TRUE,42.38893000000,-72.76944000000,2010-08-24,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|,0043|,"49","158",42.38905537190,-72.76930693240,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3419250- Meekin Br,NA,"-1"
"1572","3516","3419305",UNT to Nichols Brook,Stream_River,TRUE,42.41828000000,-72.75536000000,2010-08-24,"2010",Total Pick-up,Backpack Shocking,-BND|-CRC|--GS|,0062|0003|0001|,TRUE,-EBT|,0022|,"49","135",42.41802380180,-72.75561141830,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3419305- UNT to Nichols Br,NA,"-1"
"1573","3518","3418350",Parsons Brook,Stream_River,TRUE,42.32103000000,-72.71708000000,2010-08-26,"2010",Total Pick-up,Backpack Shocking,--WS|,0002|,TRUE,-EBT|,0079|,"39","193",42.32103000710,-72.71711331660,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3418350- Parsons Br,NA,"-1"
"1574","3521","3418875",Clark Brook,Stream_River,TRUE,42.36157000000,-72.71869000000,2010-08-12,"2010",Total Pick-up,Backpack Shocking,-BND|-CRC|,0111|0004|,TRUE,-EBT|,0003|,"42","65",42.36151429840,-72.71887131190,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3418875- Clark Brook,NA,"-1"
"1575","3522","3418925",Marble Brook,Stream_River,TRUE,42.33916000000,-72.73685000000,2010-08-12,"2010",Total Pick-up,Backpack Shocking,-BND|--WS|,0277|0002|,TRUE,-EBT|,0013|,"55","192",42.33901166190,-72.73621550740,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3418925- Marble Br,NA,"-1"
"1576","3523","3418850",Day Brook,Stream_River,TRUE,42.35584000000,-72.70493000000,2010-08-12,"2010",Total Pick-up,Backpack Shocking,-BND|,0029|,TRUE,-EBT|--SC|,0062|0003|,"44","167",42.35579010000,-72.70476920030,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3418850- Day Brook,NA,"-1"
"1577","3524","3626850",Rocky Run,Stream_River,TRUE,42.47233000000,-72.39161000000,2010-08-11,"2010",Total Pick-up,Backpack Shocking,None,NA,TRUE,-EBT|--SC|,0029|0006|,"40","136",42.47226000450,-72.39137363420,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Chicopee River Basin (36)/3626850- Rocky Run,NA,"-1"
"1578","3566","9560070",Sam Tripp Brook,Stream_River,TRUE,41.56280700000,-71.07650500000,2010-07-30,"2010",Total Pick-up,Backpack Shocking,--AE|,0005|,TRUE,-EBT|,0005|,"70","158",41.56272875420,-71.07645899990,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Coastal (9)/Buzzards Bay Basin (95)/9560070-Sam Tripp Br,NA,"-1"
"1579","3567","9560065",Pierce Brook,Stream_River,TRUE,41.54216200000,-71.06692400000,2010-07-30,"2010",Total Pick-up,Backpack Shocking,--AE|,0001|,TRUE,-EBT|,0023|,"67","298",41.54213910210,-71.06662580740,"2010",file:///W:/fisherie/Scanned River Files/Watersheds/Coastal (9)/Buzzards Bay Basin (95)/9560065- Pierce Br,NA,"-1"
"1581","3570","9458000",Eel River,Stream_River,TRUE,41.90796500000,-70.64881400000,2010-10-01,"2010",Total Pick-up,Backpack Shocking,--AE|--CP|--GS|--WS|--YP|,0001|0002|0069|0016|0006|,TRUE,-EBT|,0007|,"131","264",41.90799692800,-70.64888470540,"2015",file:///W:/fisherie/Scanned River Files/Watersheds/Coastal (9)/South Shore Basin (94)/9458000- Eel River,NA,"-1"
"1583","3596","3313650",South River,Stream_River,TRUE,42.52057700000,-72.72574300000,2011-08-23,"2011",Total Pick-up,Backpack Shocking,---B|-BND|-CRC|--CS|-LND|---P|--WS|,0007|0051|0003|0003|0046|0010|0009|,TRUE,--AS|-EBT|--SC|,0088|0001|0051|,"74","74",42.52077477500,-72.72535430350,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3313650- South River,NA,"-1"
"1584","3597","3313650",South River,Stream_River,TRUE,42.50978000000,-72.75994000000,2011-08-23,"2011",Total Pick-up,Backpack Shocking,---B|-BND|-LND|--WS|,0011|0031|0005|0010|,TRUE,--AS|-EBT|--SC|,0041|0013|0034|,"66","242",42.50968020100,-72.75973193050,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3313650- South River,NA,"-1"
"1585","3598","3313750",Poland Brook,Stream_River,TRUE,42.50411000000,-72.74696000000,2011-08-23,"2011",Total Pick-up,Backpack Shocking,---B|-BND|-CRC|--CS|-LND|--WS|,0001|0220|0052|0040|0018|0012|,TRUE,--AS|-EBT|,0032|0003|,"60","147",42.50418610300,-72.74705093500,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3313750- Poland Br,NA,"-1"
"1586","3599","3315175",Mill Brook (2),Stream_River,TRUE,42.66203000000,-72.85256000000,2011-08-22,"2011",Total Pick-up,Backpack Shocking,None,NA,TRUE,--AS|-EBT|,0079|0070|,"48","158",42.66191818210,-72.85304431940,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3315175- Mill Brook,NA,"-1"
"1587","3600","3208975",Dickinson Brook,Stream_River,TRUE,42.07333000000,-72.84640000000,2011-08-19,"2011",Total Pick-up,Backpack Shocking,--AE|-BND|-LND|--TD|--WS|,0002|0037|0002|0002|0001|,TRUE,--AS|--BT|-EBT|,0070|0017|0010|,"62","190",42.07350668390,-72.84638341770,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3208975- Dickenson Br,NA,"-1"
"1588","3601","3315200",Maxwell Brook,Stream_River,TRUE,42.64977000000,-72.86659000000,2011-08-22,"2011",Total Pick-up,Backpack Shocking,None,NA,TRUE,--AS|-EBT|,0037|0014|,"60","135",42.64962511190,-72.86639854050,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3315200- Maxwell Brook,NA,"-1"
"1589","3602","3208825",Munn Brook,Stream_River,TRUE,42.09082000000,-72.81317000000,2011-08-19,"2011",Total Pick-up,Backpack Shocking,-BND|--CS|-LND|--TD|--WS|,0110|0014|0025|0001|0009|,TRUE,--AS|--BT|-EBT|--SC|,0015|0009|0004|0120|,"131","240",42.09091207530,-72.81310346950,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3208825- Munn Br,NA,"-1"
"1590","3603","3315175",Mill Brook (2),Stream_River,TRUE,42.63804000000,-72.86853000000,2011-08-24,"2011",Total Pick-up,Backpack Shocking,-BND|,0083|,TRUE,--AS|-EBT|,0138|0041|,"67","204",42.63801700790,-72.86826576960,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3315175- Mill Brook,NA,"-1"
"1591","3604","3315450",Mill Brook (3),Stream_River,TRUE,42.59951000000,-72.90813000000,2011-08-24,"2011",Total Pick-up,Backpack Shocking,-BND|-LND|,0022|0017|,TRUE,--AS|-EBT|--SC|,0029|0043|0028|,"62","213",42.59965343140,-72.90806497230,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3315450- Mill Brook,NA,"-1"
"1592","3605","3316075",Pelham Brook,Stream_River,TRUE,42.68205000000,-72.91740000000,2011-08-24,"2011",Total Pick-up,Backpack Shocking,--BB|-BND|-LND|,0004|0063|0017|,TRUE,--AS|-EBT|-LNS|,0069|0022|0002|,"47","185",42.68197428180,-72.91720545420,"2016",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3316075- Pelham Brook,NA,"-1"
"1593","3606","3316075",Pelham Brook,Stream_River,TRUE,42.66541000000,-72.93553000000,2011-08-24,"2011",Total Pick-up,Backpack Shocking,---B|-BND|-LND|---P|--WS|,0001|0031|0035|0002|0002|,TRUE,--AS|-EBT|-LNS|--SC|,0029|0022|0006|0022|,"62","242",42.66532238810,-72.93548227790,"2016",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Deerfield River Basin (33)/3316075- Pelham Brook,NA,"-1"
"1594","3607","3419225",West Branch Mill River,Stream_River,TRUE,42.40550000000,-72.75007000000,2011-08-12,"2011",Total Pick-up,Backpack Shocking,-BND|-CRC|--CS|--GS|-LND|,0094|0013|0034|0002|0037|,TRUE,--AS|-EBT|--RT|--SC|,0061|0007|0002|0050|,"116","194",42.40541388600,-72.74969038870,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3419225- Mill River (WB),NA,"-1"
"1595","3608","3419150",East Branch Mill River,Stream_River,TRUE,42.40813000000,-72.73684000000,2011-08-12,"2011",Total Pick-up,Backpack Shocking,-BND|-CRC|-LND|,0100|0001|0037|,TRUE,--AS|-EBT|--RT|--SC|,0060|0008|0001|0029|,"79","205",42.40814677000,-72.73682823070,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3419150- Mill River (EB),NA,"-1"
"1596","3609","3418825",Mill River (2),Stream_River,TRUE,42.38902000000,-72.72050000000,2011-08-12,"2011",Total Pick-up,Backpack Shocking,-BND|-CRC|--CS|-LND|,0084|0017|0005|0096|,TRUE,--AS|-EBT|--SC|,0035|0010|0059|,"144","190",42.38909286420,-72.72053185220,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Connecticut River Basin (34)/3418825- Mill R (1),NA,"-1"
"1597","3610","3209850",Stage Brook,Stream_River,TRUE,42.18247000000,-72.87915000000,2011-08-17,"2011",Total Pick-up,Backpack Shocking,--AE|-BND|---K|,0001|0028|0001|,TRUE,--AS|-EBT|,0095|0044|,"60","166",42.18247346970,-72.87879363510,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3209850- Stage Brook,NA,"-1"
"1598","3611","3209725",Potash Brook,Stream_River,TRUE,42.16557000000,-72.85026000000,2011-08-17,"2011",Total Pick-up,Backpack Shocking,-BND|-CRC|,0003|0002|,TRUE,--AS|-EBT|,0030|0015|,"71","161",42.16565869220,-72.85029457880,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3209725- Potash Brook,NA,"-1"
"1599","3612","3209900",Freeland Brook,Stream_River,TRUE,42.18830000000,-72.90468000000,2011-08-17,"2011",Total Pick-up,Backpack Shocking,None,NA,TRUE,--AS|-EBT|,0087|0064|,"57","174",42.18847465900,-72.90433709170,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3209900- Freeland Br,NA,"-1"
"1600","3613","3210000",Roaring Brook (1),Stream_River,TRUE,42.23051000000,-72.85743000000,2011-08-17,"2011",Total Pick-up,Backpack Shocking,-BND|-CRC|-LND|--WS|,0111|0005|0013|0006|,TRUE,--AS|-EBT|--SC|,0007|0044|0046|,"60","196",42.23051322880,-72.85731532050,"2016",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210000- Roaring Brook (EB),NA,"-1"
"1601","3614","3211050",Pond Brook (4),Stream_River,TRUE,42.28417000000,-72.85430000000,2011-08-18,"2011",Total Pick-up,Backpack Shocking,-BND|-CRC|--CS|,0056|0002|0001|,TRUE,--AS|-EBT|--SC|,0027|0011|0025|,"41","180",42.28417133140,-72.85448624780,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211050- Pond Brook,NA,"-1"
"1602","3615","3211100",Little River (2),Stream_River,TRUE,42.33240000000,-72.88095000000,2011-08-18,"2011",Total Pick-up,Backpack Shocking,-BND|--CP|-CRC|--CS|-LMB|-LND|---P|--WS|--YP|,0071|0001|0002|0009|0005|0027|0013|0004|0008|,TRUE,--AS|-EBT|,0067|0015|,"60","224",42.33235839000,-72.88100737010,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3211100- Little River,NA,"-1"
"1604","3617","3210125",Roaring Brook (2),Stream_River,TRUE,42.25048000000,-72.90382000000,2011-08-18,"2011",Total Pick-up,Backpack Shocking,-BND|-CRC|---P|,0065|0003|0001|,TRUE,--AS|-EBT|,0035|0002|,"68","140",42.25027275600,-72.90379235210,"2017",file:///W:/fisherie/Scanned River Files/Watersheds/Connecticut (3)/Westfield River Basin (32)/3210125- Roaring Brook (WB),NA,"-1"
